"STT","Style Category","Type","Keywords","Primary Colors","Secondary Colors","Effects & Animation","Best For","Do Not Use For","Light Mode ✓","Dark Mode ✓","Performance","Accessibility","Mobile-Friendly","Conversion-Focused","Framework Compatibility","Era/Origin","Complexity","CSS_Code","Motion_Config","Animation_Variants"
"83","Agentic Workflow UI","Component","agentic AI workflow multi-step reasoning action panels transparency dashboard autonomous task orchestration pipeline steps","Status colors: Blue active #3B82F6, Green complete #10B981, Amber pending #F59E0B, Gray idle #9CA3AF, Red error #EF4444","Thinking #FDE68A, Acting #DBEAFE, Success #D1FAE5, Background #F8FAFC, Card #FFFFFF, Border #E5E7EB","Step indicators (progress dots), action cards with status borders, reasoning accordion panels, progress pipeline bars, status pulse animations","AI automation tools, developer tools, enterprise AI dashboards, task orchestration, workflow builders, autonomous agents, CI/CD pipelines","Simple chat interfaces, static content, traditional forms, consumer apps","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ High","✓ High","React 10/10, Tailwind 10/10, Vue 9/10, Framer Motion 9/10","2026 AI-Native","Medium",".agentic-workflow { background: #F8FAFC; padding: 24px; } .agentic-pipeline { display: flex; align-items: center; gap: 8px; margin-bottom: 24px; } .agentic-step { width: 32px; height: 32px; border-radius: 50%; display: flex; align-items: center; justify-content: center; font-weight: 600; font-size: 14px; transition: all 0.3s ease; } .agentic-step-pending { background: #F3F4F6; color: #9CA3AF; border: 2px solid #E5E7EB; } .agentic-step-active { background: #DBEAFE; color: #3B82F6; border: 2px solid #3B82F6; animation: step-pulse 2s infinite; } @keyframes step-pulse { 0%, 100% { box-shadow: 0 0 0 0 rgba(59,130,246,0.4); } 50% { box-shadow: 0 0 0 8px rgba(59,130,246,0); } } .agentic-step-complete { background: #10B981; color: white; border: 2px solid #10B981; } .agentic-connector { flex: 1; height: 2px; background: #E5E7EB; } .agentic-connector-active { background: linear-gradient(90deg, #10B981, #3B82F6); } .agentic-action-card { background: #FFFFFF; border: 1px solid #E5E7EB; border-radius: 12px; padding: 16px; margin: 8px 0; border-left: 4px solid #E5E7EB; transition: all 0.2s ease; } .agentic-action-card-active { border-left-color: #3B82F6; background: #F8FAFC; } .agentic-action-card-complete { border-left-color: #10B981; } .agentic-reasoning { background: #FFFBEB; border: 1px solid #FDE68A; border-radius: 8px; padding: 12px; margin: 8px 0; font-size: 14px; color: #92400E; }","{""type"":""spring"",""stiffness"":100,""damping"":16}","{""hidden"":{""opacity"":0,""x"":-20},""visible"":{""opacity"":1,""x"":0},""stepPending"":{""scale"":1,""opacity"":0.6},""stepActive"":{""scale"":1.1,""opacity"":1,""boxShadow"":""0 0 0 8px rgba(59,130,246,0.2)""},""stepComplete"":{""scale"":1,""opacity"":1},""cardExpand"":{""height"":""auto"",""opacity"":1}}"
"84","M3 Expressive Button Groups","Component","M3 expressive material design 3 button group segmented controls toggle group chip group icon row unified selection Android mobile haptic","Surface Container #F3EDF7, Primary #6750A4, On-Primary #FFFFFF, Outline #79747E, Secondary Container #E8DEF8","State layers 8-12%, Pressed #49454F, Disabled #1D1B20 opacity 38%, Selected #EADDFF, Error #B3261E","Shape morphing tokens (pill to rounded), 200ms state transitions, ripple effects, press scale 0.96, selection slide animation","Android apps, mobile toolbars, filter selections, toggle settings, tab alternatives, action clusters, form inputs","Desktop-only UIs, complex dashboards, print layouts, legacy browsers","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ Native","✓ High","Jetpack Compose 10/10, Flutter 10/10, React Native 9/10, Tailwind 8/10","2026 M3 Expressive","Medium",".m3-button-group { display: inline-flex; background: #F3EDF7; border-radius: 20px; padding: 4px; gap: 0; }","{""type"":""spring"",""stiffness"":400,""damping"":25,""mass"":0.8}","{""hidden"":{""opacity"":0,""scale"":0.9},""visible"":{""opacity"":1,""scale"":1}}"
"85","M3 FAB Menu Style","Component","M3 FAB floating action button menu expressive expanded speed dial Android mobile primary action material design 3 overflow actions","Primary Container #EADDFF, On-Primary Container #21005D, Surface #FFFBFE, Shadow elevation 3-6, Icon #6750A4","Secondary #625B71, Tertiary #7D5260, Extended background #FFFFFF, Surface tint 8%, Scrim rgba(0,0,0,0.32)","FAB expansion (spring physics), menu cascade reveal, elevation change 3dp to 6dp, rotation transform, stagger children 50ms, press ripple 400ms","Mobile apps, Android primary actions, quick actions menu, creation flows, compose actions, media controls, productivity tools","Desktop toolbars, navigation, settings pages, list items, inline actions","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ Native","✓ High","Jetpack Compose 10/10, Flutter 10/10, React Native 9/10, CSS 8/10","2026 M3 Expressive","Medium",".m3-fab { position: fixed; bottom: 16px; right: 16px; z-index: 100; }","{""type"":""spring"",""stiffness"":280,""damping"":22,""mass"":1}","{""hidden"":{""opacity"":0,""y"":20,""scale"":0.8},""visible"":{""opacity"":1,""y"":0,""scale"":1}}"
"86","M3 Split Button Style","Component","M3 split button material design 3 dropdown action primary secondary expressive segmented Android mobile action overflow menu","Primary #6750A4, On-Primary #FFFFFF, Outline #79747E, Surface Container High #ECE6F0, Divider #CAC4D0","Hover state 8%, Pressed 12%, Disabled opacity 38%, Focus ring #6750A4, Error #B3261E, Dropdown shadow elevation 2","Split animation (primary 200ms, dropdown 250ms), dropdown cascade, pressed scale 0.97, ripple overlay, menu slide-fade","Mobile forms, Android action buttons, primary + options UIs, save dropdowns, send with options, export menus, share actions","Navigation, toggle controls, simple confirmations, icon-only buttons","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ Native","✓ High","Jetpack Compose 10/10, Flutter 10/10, React Native 9/10, Tailwind 8/10","2026 M3 Expressive","Medium",".m3-split-button { display: inline-flex; border-radius: 20px; overflow: hidden; }","{""type"":""spring"",""stiffness"":350,""damping"":28}","{""hidden"":{""opacity"":0,""y"":-8},""visible"":{""opacity"":1,""y"":0}}"
"87","M3 Dynamic Color Tokens","System","M3 dynamic color material you theming tokens semantic palette expressive Android mobile system colors adaptive surface tonal","Dynamic Primary #6750A4, Dynamic Secondary #625B71, Dynamic Tertiary #7D5260, Surface #FFFBFE, Background #FFFBFE","Tonal surfaces (Surface Dim #DED8E1 to Surface Bright #FEF7FF), Error #B3261E, Inverse #322F35, Outline Variant #CAC4D0","Color scheme transitions 300ms, surface tint interpolation, semantic token mapping, light/dark crossfade, palette generation animation","Android apps, Material You theming, personalized UIs, adaptive color systems, wallpaper-based themes, brand flexibility","Static brand colors, print design, strict CI compliance, legacy compatibility","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA (dynamic)","✓ Native","✓ High","Jetpack Compose 10/10, Flutter 10/10, Web (MDC) 9/10, Tailwind 7/10","2026 M3 Expressive","High",":root { --md-sys-color-primary: #6750A4; --md-sys-color-on-primary: #FFFFFF; }","{""type"":""tween"",""ease"":""easeInOut"",""duration"":0.3}","{""colorSchemeChange"":{""transition"":{""duration"":0.3}}}"
"88","M3 Expressive Loading","Component","M3 loading indicator progress spinner circular linear expressive material design 3 Android mobile async feedback indeterminate determinate","Primary #6750A4, Track #E8DEF8, Surface Container #F3EDF7, On-Surface-Variant #49454F, Secondary #625B71","Active track gradient, Buffer #D0BCFF, Error #B3261E, Success #4CAF50, Background blur rgba(255,251,254,0.9)","Circular spin (1.4s infinite), linear indeterminate (2s), expressive bounce, track fill animation, pulse glow, fade transitions","Mobile loading states, Android progress, async operations, file uploads, data fetching, form submission, content loading","Instant actions, static displays, already-loaded content, print layouts","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ Native","✓ High","Jetpack Compose 10/10, Flutter 10/10, React Native 9/10, CSS 9/10","2026 M3 Expressive","Low",".m3-circular-progress { width: 48px; height: 48px; position: relative; }","{""type"":""tween"",""ease"":""linear"",""duration"":1.4,""repeat"":""Infinity""}","{""spin"":{""rotate"":360},""pulse"":{""scale"":[1,1.05,1]}}"
"89","Mobile Micro-interaction Style","Animation","mobile micro-interaction feedback touch response haptic subtle animation 200-300ms tap response button press state change iOS Android","Neutral surfaces #F5F5F5, Accent feedback #007AFF (iOS) #6750A4 (Android), Success #34C759, Error #FF3B30","Pressed state -10% luminosity, Active glow rgba(0,122,255,0.2), Ripple #000000 opacity 12%, Focus ring 2px offset","Touch feedback 200-300ms, scale press 0.95-0.98, opacity change 0.7, ripple expand 400ms, spring bounce 150ms, haptic sync timing","Mobile buttons, touch targets, interactive elements, form inputs, list items, card interactions, toggle switches, all tappable UI","Desktop hover-only, decorative elements, non-interactive content, background animations","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ Native","✓ High","React Native 10/10, Flutter 10/10, SwiftUI 10/10, CSS 9/10","2026 Mobile-First","Low",".micro-touch { transition: all 200ms cubic-bezier(0.25, 0.46, 0.45, 0.94); }","{'type':'spring','stiffness':500,'damping':30,'mass':0.5}","{'pressed':{'scale':0.97,'opacity':0.85},'released':{'scale':1,'opacity':1}}"
"90","Mobile Spring Physics Style","Animation","mobile spring physics natural motion bounce elastic overshoot gesture-driven iOS Android 120Hz fluid responsive organic feel","System colors (adapts to platform), Motion accent #007AFF, Elastic indicator #34C759, Overscroll #E5E5EA","Shadow during motion rgba(0,0,0,0.1), Blur during velocity 8px, Velocity tint +5% saturation, Rest state baseline","Spring damping 15-25, stiffness 200-400, mass 0.8-1.2, velocity tracking, momentum decay, bounce overshoot 10-15%, gesture velocity inheritance","Pull-to-refresh, sheet presentations, card stacks, swipe actions, page transitions, modal animations, scroll physics, draggable elements","Static content, instant feedback needs, performance-critical loops, older devices","✓ Full","✓ Full","⚡ Good (GPU)","✓ WCAG AA","✓ Native","✓ High","React Native Reanimated 10/10, Flutter 10/10, SwiftUI 10/10, Framer Motion 10/10","2026 Mobile-Native","Medium",".spring-element { transition: transform 0.5s cubic-bezier(0.175, 0.885, 0.32, 1.275); }","{'type':'spring','stiffness':260,'damping':20,'mass':1}","{'rest':{'scale':1,'y':0},'pressed':{'scale':0.95},'bounce':{'scale':[0.3,1.05,0.95,1]}}"
"91","Mobile Gesture Animation Style","Animation","mobile gesture swipe pan pinch rotate drag drop long-press multi-touch haptic feedback iOS Android interaction continuous tracking","Gesture feedback #007AFF, Drag ghost 60% opacity, Swipe trail gradient, Pinch scale indicator #34C759, Rotate guide #FF9500","Action threshold indicators, Destructive swipe #FF3B30, Confirm swipe #34C759, Dismiss #8E8E93, Cancel zone #FFCC00","Gesture velocity mapping, continuous transform tracking, threshold snap animations, action preview fades, rubber-band physics, momentum continuation","Swipe-to-delete, card stacks, image galleries, map interactions, drag-drop lists, dismissible modals, zoomable content, rotatable elements","Keyboard-only interfaces, precise input needs, accessibility-first designs, static content","✓ Full","✓ Full","⚡ Good (GPU)","⚠ Gesture alternatives","✓ Native","✓ High","React Native Gesture Handler 10/10, Flutter 10/10, SwiftUI 10/10, Framer Motion 9/10","2026 Mobile-Native","High",".gesture-container { touch-action: none; user-select: none; }","{'type':'decay','velocity':0,'power':0.8,'timeConstant':350}","{'idle':{'scale':1,'rotate':0},'dragging':{'scale':1.02},'swipeLeft':{'x':'-100%','rotate':-5}}"
"92","Mobile 120Hz Motion Style","Animation","120Hz high refresh rate smooth motion ProMotion variable refresh iOS Android flagship fluid frame interpolation buttery animation","Motion-aware colors (reduces intensity at high fps), Standard palette inherited, Motion blur simulation rgba(0,0,0,0.03)","Frame-perfect borders, Antialiased edges, Subpixel positioning, Velocity-based opacity 98-100%","120fps optimized keyframes, will-change hints, GPU compositing, frame budget 8.33ms, interpolation curves, variable refresh adaptation","Flagship mobile devices, premium app experiences, smooth scrolling, animation-heavy UIs, gaming interfaces, video apps, luxury brands","Budget devices, battery-critical apps, accessibility reduced-motion, background tasks","✓ Full","✓ Full","⚠ Battery impact","✓ WCAG AA","✓ Flagship","✓ High","React Native 10/10, Flutter 10/10, SwiftUI 10/10, CSS (limited) 7/10","2026 ProMotion Era","High","@media (prefers-reduced-motion: no-preference) { .motion-120hz { will-change: transform; } }","{'type':'tween','ease':[0.25,0.1,0.25,1],'duration':0.25}","{'hidden':{'opacity':0,'y':8},'visible':{'opacity':1,'y':0}}"
"93","iOS Liquid Glass Style","Platform","iOS 26 liquid glass translucent morphism frosted blur vibrancy Apple adaptive materials depth layering premium native","Translucent white rgba(255,255,255,0.65-0.78), System fills adaptive, Tinted glass rgba(174,198,207,0.5), Deep blur layers","Vibrancy materials (label, fill, separator), System grays adaptive, Accent tints from content, Environment lighting reflection","Glass morph transitions 350ms, blur intensity animation, tint color lerp, layer depth parallax, environment reflection updates, press sink effect","iOS 26 apps, Apple ecosystem, premium mobile UIs, system-integrated designs, photo/media apps, translucent overlays, modern Apple aesthetic","Android-first apps, cross-platform consistency, performance-critical, legacy iOS support, high-contrast needs","✓ Full (tinted)","✓ Full (adaptive)","⚠ Moderate (blur)","✓ WCAG AA (adaptive)","✓ iOS Native","✓ High","SwiftUI 10/10, UIKit 10/10, CSS (partial) 7/10, React Native 8/10","2026 iOS Liquid Era","High",".liquid-glass { background: rgba(255,255,255,0.72); backdrop-filter: blur(40px) saturate(180%); }","{'type':'spring','stiffness':180,'damping':24,'mass':1.1}","{'hidden':{'opacity':0,'scale':0.95},'visible':{'opacity':1,'scale':1},'pressed':{'scale':0.98}}"
"94","iOS Vibrancy Effects Style","Platform","iOS vibrancy blur behind materials system effects adaptive colors content tint native Apple layering semantic fills labels","Vibrancy Label primary secondary tertiary quaternary, Vibrancy Fill thick regular thin ultra-thin, System adaptive","Separator vibrancy, Content-tinted overlays, Environment-aware colors, System background materials, Grouped table backgrounds","Material crossfade 250ms, vibrancy level transitions, tint inheritance updates, adaptive color shifts, blur radius animation","iOS native apps, system UI extensions, widgets, control center style, notifications, Today widgets, translucent toolbars","Cross-platform apps, Android targets, custom brand colors required, accessibility high-contrast","✓ Full (semantic)","✓ Full (semantic)","⚠ Moderate","✓ WCAG AA (system)","✓ iOS Only","✓ High","SwiftUI 10/10, UIKit 10/10, CSS (N/A) 3/10","2026 iOS Native","High",".vibrancy-background { backdrop-filter: blur(30px) saturate(180%); background: rgba(255,255,255,0.7); }","{'type':'tween','ease':'easeOut','duration':0.25}","{'fadeIn':{'opacity':[0,1]},'materialChange':{'backdropFilter':['blur(0px)','blur(30px)']}}"
"95","Cupertino Navigation Style","Platform","Cupertino iOS navigation bar tab bar toolbar large title search Apple HIG native safe-area gesture-driven back swipe","Navigation Bar #F9F9F9 (light) #1C1C1E (dark), Tab Bar tint #007AFF, Large Title #000000/#FFFFFF, Toolbar separator rgba(60,60,67,0.29)","Inactive tab #8E8E93, Badge #FF3B30, Search field #E5E5EA/#1C1C1E, Selection highlight rgba(0,122,255,0.12)","Navigation push/pop (350ms spring), tab switch instant, large title collapse scroll-driven, search expand 250ms, bar show/hide 200ms","iOS apps, Apple ecosystem products, native mobile navigation, content apps, settings interfaces, media players, productivity tools","Android-style navigation, custom navigation patterns, games, immersive content, desktop-first apps","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ iOS Native","✓ High","SwiftUI 10/10, UIKit 10/10, React Native 9/10, Flutter (Cupertino) 9/10","2026 Apple HIG","Medium",".cupertino-nav-bar { height: 44px; background: rgba(249,249,249,0.94); backdrop-filter: blur(20px); }","{'type':'spring','stiffness':300,'damping':28,'mass':0.9}","{'pushIn':{'x':['100%','0%'],'opacity':[0.5,1]},'popOut':{'x':['0%','100%'],'opacity':[1,0.5]}}"
"96","HIG Adaptive Layout Style","Platform","HIG Human Interface Guidelines adaptive layout size classes compact regular iOS iPadOS responsive multitasking split-view safe-area","System Background #FFFFFF/#000000, Grouped Background #F2F2F7/#1C1C1E, Secondary #F2F2F7/#2C2C2E, Tertiary #FFFFFF/#3A3A3C","System fills, Separator colors, Label hierarchy (primary/secondary/tertiary/quaternary), Tint colors adaptive","Layout transition 300ms, size class change animation, split-view resize, keyboard avoidance, safe-area adaptation, orientation change 350ms","Universal iOS/iPadOS apps, responsive mobile layouts, multitasking support, adaptive interfaces, cross-device Apple products","Fixed-width designs, desktop-only layouts, Android-first development, custom layout systems","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ iOS Native","✓ High","SwiftUI 10/10, UIKit 10/10, React Native 8/10, CSS 7/10","2026 Apple HIG","Medium",".hig-layout { padding: 16px; padding-left: max(16px, env(safe-area-inset-left)); }","{'type':'tween','ease':'easeInOut','duration':0.3}","{'sizeClassChange':{'transition':{'duration':0.3}},'keyboardShow':{'paddingBottom':[0,'var(--keyboard-height)']}}"
"97","Back to Top Button","Component","back to top scroll up floating button anchor navigation utility return top arrow chevron fixed position landing footer long page scroll-to-top FAB sticky","Brand accent #007AFF (iOS) #6750A4 (Material), Primary #3B82F6, Circle bg rgba(59,130,246,0.9)","White icon #FFFFFF on colored bg, Brand color icon on subtle bg rgba(255,255,255,0.9), Shadow rgba(0,0,0,0.15)","Fade in at 300px scroll, smooth scroll animation 500ms, hover scale 1.1, pulse on first appear, opacity transition 200ms, translateY entrance","Long landing pages, documentation sites, blogs, e-commerce product lists, any page with significant scroll depth, portfolio galleries","Single-screen apps, modal dialogs, short pages under 100vh, infinite scroll feeds, mobile apps with native scroll","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ High","◐ Medium","Tailwind 10/10, CSS 10/10, React 10/10, Vue 10/10, Svelte 10/10","2020s Modern","Low",".back-to-top { position: fixed; bottom: 24px; right: 24px; width: 48px; height: 48px; border-radius: 50%; background: #3B82F6; color: #FFFFFF; border: none; cursor: pointer; opacity: 0; visibility: hidden; transition: all 200ms ease-out; box-shadow: 0 4px 12px rgba(0,0,0,0.15); z-index: 1000; display: flex; align-items: center; justify-content: center; } .back-to-top.visible { opacity: 1; visibility: visible; } .back-to-top:hover { transform: scale(1.1); box-shadow: 0 6px 16px rgba(0,0,0,0.2); } .back-to-top:active { transform: scale(0.95); } @media (max-width: 768px) { .back-to-top { bottom: 16px; right: 16px; width: 44px; height: 44px; } }","{'type':'spring','stiffness':300,'damping':25,'mass':0.8}","{'hidden':{'opacity':0,'y':20,'scale':0.8},'visible':{'opacity':1,'y':0,'scale':1},'hover':{'scale':1.1},'tap':{'scale':0.95},'pulse':{'scale':[1,1.15,1],'transition':{'duration':0.6}}}"
"98","Footer Component Modern","Component","footer modern website landing page columns grid links social icons copyright newsletter subscribe bottom section site-footer contact","Dark surface #1a1a2e, Primary text #FFFFFF, Muted text #94A3B8, Accent links #3B82F6, Border rgba(255,255,255,0.1)","Hover link #60A5FA, Social icon bg rgba(255,255,255,0.1), Newsletter button #3B82F6, Success #22C55E","Link hover color shift 200ms, social icon scale 1.1 on hover, newsletter input focus glow, smooth scroll to sections 500ms","Landing pages, corporate sites, SaaS platforms, e-commerce, portfolios, documentation sites, marketing websites, agency sites","Single-page apps with no navigation needs, mobile-only apps, minimal MVPs, dashboard interfaces","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AA","✓ High","✓ High","Tailwind 10/10, CSS 10/10, Bootstrap 10/10, React 10/10, Vue 10/10","2020s Modern","Low",".footer { background: var(--surface-dark, #1a1a2e); padding: 4rem 2rem 2rem; color: var(--text-muted, #94A3B8); } .footer-grid { display: grid; grid-template-columns: repeat(auto-fit, minmax(200px, 1fr)); gap: 2rem; max-width: 1200px; margin: 0 auto; } .footer-column h4 { color: var(--text-primary, #FFFFFF); margin-bottom: 1rem; font-weight: 600; font-size: 1rem; } .footer-links { list-style: none; padding: 0; margin: 0; } .footer-links li { margin-bottom: 0.5rem; } .footer-links a { color: var(--text-muted, #94A3B8); text-decoration: none; transition: color 200ms ease; font-size: 0.875rem; } .footer-links a:hover { color: var(--primary, #3B82F6); } .footer-social { display: flex; gap: 1rem; margin-top: 1rem; } .footer-social a { width: 40px; height: 40px; border-radius: 50%; background: rgba(255,255,255,0.1); display: flex; align-items: center; justify-content: center; color: #FFFFFF; transition: all 200ms ease; } .footer-social a:hover { background: var(--primary, #3B82F6); transform: scale(1.1); } .footer-bottom { margin-top: 3rem; padding-top: 2rem; border-top: 1px solid rgba(255,255,255,0.1); text-align: center; font-size: 0.875rem; } .footer-newsletter { display: flex; gap: 0.5rem; max-width: 400px; } .footer-newsletter input { flex: 1; padding: 0.75rem 1rem; border-radius: 8px; border: 1px solid rgba(255,255,255,0.2); background: rgba(255,255,255,0.05); color: #FFFFFF; } .footer-newsletter button { padding: 0.75rem 1.5rem; border-radius: 8px; background: var(--primary, #3B82F6); color: #FFFFFF; border: none; cursor: pointer; transition: background 200ms ease; } .footer-newsletter button:hover { background: #2563EB; }","{'type':'tween','ease':'easeOut','duration':0.2}","{'hidden':{'opacity':0,'y':20},'visible':{'opacity':1,'y':0},'linkHover':{'color':'var(--primary)'}}"
"99","Footer Component Minimal","Component","footer minimal simple clean lightweight copyright only small footer bottom bar single line compact site-footer basic","Light surface #F8FAFC (light) #0F172A (dark), Text #64748B, Border #E2E8F0 (light) rgba(255,255,255,0.1) (dark), Link #3B82F6","Hover text #1E293B (light) #FFFFFF (dark), Separator #CBD5E1, Active link #2563EB","Minimal transitions 150ms, link underline on hover, subtle opacity changes","Minimal landing pages, single-page apps, portfolios, blogs, documentation, MVP products, internal tools","Complex sites needing detailed navigation, e-commerce with many categories, enterprise with legal requirements","✓ Full","✓ Full","⚡ Excellent","✓ WCAG AAA","✓ High","◐ Medium","Tailwind 10/10, CSS 10/10, All frameworks 10/10","2020s Minimal","Low",".footer-minimal { padding: 1.5rem 2rem; border-top: 1px solid var(--border, #E2E8F0); display: flex; justify-content: space-between; align-items: center; flex-wrap: wrap; gap: 1rem; font-size: 0.875rem; color: var(--text-muted, #64748B); } .footer-minimal-links { display: flex; gap: 1.5rem; list-style: none; padding: 0; margin: 0; } .footer-minimal-links a { color: var(--text-muted, #64748B); text-decoration: none; transition: color 150ms ease; } .footer-minimal-links a:hover { color: var(--text-primary, #1E293B); text-decoration: underline; } .footer-minimal-copyright { color: var(--text-muted, #64748B); } @media (max-width: 640px) { .footer-minimal { flex-direction: column; text-align: center; } }","{'type':'tween','ease':'easeOut','duration':0.15}","{'hidden':{'opacity':0},'visible':{'opacity':1}}"
"100","Section Divider Wave","Component","section divider wave svg curve separator between sections transition shape organic flowing landing page visual break wavy","Wave fill matches section bg, Primary #3B82F6, Dark #1a1a2e, Light #F8FAFC, Gradient capable","Complementary section colors, Transition from hero to content, Dark to light transitions, Brand color fills","Static SVG (no animation needed), optional subtle wave motion 8-12s infinite, parallax scroll effect optional","Landing pages between hero and features, section transitions, visual storytelling, marketing sites, portfolio sections","Dashboard UIs, data-heavy interfaces, forms, tables, mobile apps with limited space, accessibility-critical","✓ Full","✓ Full","⚡ Excellent","✓ Decorative","✓ High","✓ High","Tailwind 10/10, CSS 10/10, React 10/10, SVG native","2020s Modern","Low",".section-divider-wave { position: relative; width: 100%; overflow: hidden; line-height: 0; } .section-divider-wave svg { position: relative; display: block; width: calc(100% + 1.3px); height: 80px; } .section-divider-wave .shape-fill { fill: var(--next-section-bg, #F8FAFC); } .section-divider-wave-top { transform: rotate(180deg); } /* SVG Path: <svg viewBox='0 0 1200 120' preserveAspectRatio='none'><path d='M321.39,56.44c58-10.79,114.16-30.13,172-41.86,82.39-16.72,168.19-17.73,250.45-.39C823.78,31,906.67,72,985.66,92.83c70.05,18.48,146.53,26.09,214.34,3V0H0V27.35A600.21,600.21,0,0,0,321.39,56.44Z' class='shape-fill'></path></svg> */ @media (max-width: 768px) { .section-divider-wave svg { height: 50px; } }","{'type':'tween','ease':'linear','duration':0}","{'static':{'pathLength':1},'animate':{'d':['M321.39,56.44...','M321.39,46.44...']}}"
"101","Section Divider Gradient","Component","section divider gradient fade transition smooth blend between sections soft transition color shift landing page seamless","Gradient from section A to section B colors, Transparent to solid, Dark fade #1a1a2e, Light fade #FFFFFF, Primary fade #3B82F6","Multi-stop gradients (3-5 stops), Opacity gradients 0% to 100%, Color temperature shifts warm to cool","Smooth gradient (no animation needed), optional scroll-linked opacity, parallax depth effect optional","Landing pages, storytelling layouts, gradient-heavy designs, hero to content transitions, premium feel sections","Hard-edged designs, brutalist styles, technical documentation, dashboards, data interfaces","✓ Full","✓ Full","⚡ Excellent","✓ Decorative","✓ High","✓ High","Tailwind 10/10, CSS 10/10, All frameworks 10/10","2020s Modern","Low",".section-divider-gradient { height: 120px; background: linear-gradient(180deg, var(--section-top-bg, #1a1a2e) 0%, var(--section-bottom-bg, #F8FAFC) 100%); } .section-divider-gradient-smooth { height: 200px; background: linear-gradient(180deg, var(--section-top-bg, #1a1a2e) 0%, var(--section-top-bg, #1a1a2e) 20%, var(--section-bottom-bg, #F8FAFC) 80%, var(--section-bottom-bg, #F8FAFC) 100%); } .section-divider-gradient-radial { height: 150px; background: radial-gradient(ellipse at center top, var(--section-top-bg, #1a1a2e) 0%, var(--section-bottom-bg, #F8FAFC) 70%); } @media (max-width: 768px) { .section-divider-gradient { height: 80px; } .section-divider-gradient-smooth { height: 120px; } }","{'type':'tween','ease':'linear','duration':0}","{'static':{'opacity':1}}"
"102","Section Divider Line","Component","section divider line horizontal rule separator simple clean minimal hr break between sections subtle border thin line","Line color #E2E8F0 (light) rgba(255,255,255,0.1) (dark), Accent line #3B82F6, Gradient line capable","Decorative dot #CBD5E1, Center icon bg #FFFFFF, Ornament color matches brand, Shadow subtle rgba(0,0,0,0.05)","Fade in on scroll 300ms, optional line draw animation 500ms, icon spin or pulse optional","Minimal designs, documentation, blogs, content-heavy pages, between article sections, FAQ separators, pricing tiers","Visually complex pages, image-heavy galleries, immersive experiences, hero sections","✓ Full","✓ Full","⚡ Excellent","✓ Decorative","✓ High","◐ Medium","Tailwind 10/10, CSS 10/10, All frameworks 10/10","Universal","Low",".section-divider-line { display: flex; align-items: center; justify-content: center; padding: 2rem 0; } .section-divider-line::before, .section-divider-line::after { content: ''; flex: 1; height: 1px; background: var(--border, #E2E8F0); } .section-divider-line-icon { padding: 0 1rem; color: var(--text-muted, #64748B); } .section-divider-line-gradient { height: 2px; background: linear-gradient(90deg, transparent 0%, var(--primary, #3B82F6) 50%, transparent 100%); border: none; margin: 3rem auto; max-width: 200px; } .section-divider-line-dots { display: flex; justify-content: center; gap: 0.5rem; padding: 2rem 0; } .section-divider-line-dots span { width: 6px; height: 6px; border-radius: 50%; background: var(--border, #CBD5E1); } .section-divider-line-dots span:nth-child(2) { width: 8px; height: 8px; background: var(--primary, #3B82F6); }","{'type':'tween','ease':'easeOut','duration':0.3}","{'hidden':{'scaleX':0,'opacity':0},'visible':{'scaleX':1,'opacity':1}}"
"103","Section Divider Angle","Component","section divider angle diagonal slant skew geometric sharp transition angled cut modern edgy between sections dynamic","Angle fill matches sections, Primary #3B82F6, Dark #1a1a2e, Light #FFFFFF, Contrasting fills","Complementary angle colors, Shadow under angle rgba(0,0,0,0.1), Border accent on edge optional","Static CSS clip-path (performant), optional parallax on scroll, no animation recommended for performance","Modern landing pages, tech products, startup sites, portfolio showcases, edgy brand designs, geometric aesthetics","Soft/organic brands, traditional industries, accessibility-critical, curved design languages","✓ Full","✓ Full","⚡ Excellent","✓ Decorative","✓ High","✓ High","Tailwind 10/10, CSS 10/10, All frameworks 10/10","2020s Modern","Low",".section-divider-angle { position: relative; } .section-divider-angle::after { content: ''; position: absolute; bottom: 0; left: 0; right: 0; height: 80px; background: var(--next-section-bg, #F8FAFC); clip-path: polygon(0 100%, 100% 0, 100% 100%); } .section-divider-angle-reverse::after { clip-path: polygon(0 0, 100% 100%, 0 100%); } .section-divider-angle-both::after { clip-path: polygon(50% 0, 100% 100%, 0 100%); } .section-with-angle { padding-bottom: 80px; position: relative; } @media (max-width: 768px) { .section-divider-angle::after, .section-with-angle { height: 50px; padding-bottom: 50px; } }","{'type':'tween','ease':'linear','duration':0}","{'static':{'clipPath':'polygon(0 100%, 100% 0, 100% 100%)'}}"
